location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Vasundhara,1560.0,8790000.0,INR,Unknown,1.0,0.0,"4 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 4 bedroom, 3 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,1,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5634.62,2
Vasundhara,1750.0,9000000.0,INR,Unknown,0.0,0.0,"3 BHK Independent Floor available for sale in Vasundhara Sector 11, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Sports facility. Independent Floor has 3 bedroom, 3 bathroom. It is 1 years old. Building has 3 floors.",1.0,East,0.0,0,0,0,0,0,0,0,0,1,0,0,9.1,1.0,Ghaziabad,Builderfloor,5142.86,1
Vasundhara,900.0,3350000.0,INR,Unknown,1.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Vasundhara. It has a salable area of 900 sqft and is available at a price of Rs. 3,722 per sqft. It is facing east direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3722.22,0
Shakti Khand,1200.0,7500000.0,INR,Unknown,0.0,0.0,It’s a 3 bhk builder floor situated in Shakti Khand. It has an area of 1200 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 75.00 lac . It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ,1.0,West,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,6250.0,1
Gyan Khand,850.0,4044000.0,INR,Unknown,1.0,0.0,Well designed 2 bhk builder floor is available at a prime location in Gyan Khand. It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is well connected to the city areas. Kindly call us for details. ,1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4757.65,2
Gyan Khand,1200.0,5630000.0,INR,Unknown,1.0,0.0,"It has a built-up area of 1200 sqft and is priced at Rs. 56.30 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. If you are interested, please contact us for more details. ",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4691.67,2
Vasundhara,1750.0,9800000.0,INR,Unknown,1.0,0.0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a built-up area of 1750 sqft and is priced at Rs. 98.00 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5600.0,1
Vasundhara,1650.0,7500000.0,INR,Unknown,1.0,0.0,"3 BHK Independent Floor available for sale in Vasundhara Sector 10, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Sports facility, Lift. Independent Floor has 3 bedroom, 3 bathroom. It is 1 years old.",1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.1,1.0,Ghaziabad,Builderfloor,4545.45,2
Niti Khand,1250.0,6040000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 1250 sqft and is priced at Rs. 60.40 lac . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4832.0,2
Gyan Khand,650.0,2200000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 1, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Building has 4 floors.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,3384.62,2
Gyan Khand,650.0,2300000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 1, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Building has 4 floors.",1.0,South,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,3538.46,2
Nyay Khand,1250.0,5350000.0,INR,Unknown,1.0,0.0,"3 BHK Independent Floor available for sale in Nyay Khand, Nyay Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 3 bathroom. It is 1 years old. Property is inside a gated community. Building has 4 floors.",1.0,West,0.0,0,1,0,0,0,0,0,0,0,0,0,9.2,1.0,Ghaziabad,Builderfloor,4280.0,1
Vasundhara,1900.0,12000000.0,INR,Unknown,1.0,0.0,"4 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 4 bedroom, 4 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,6315.79,2
Vasundhara,600.0,2300000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Vasundhara Sector-3, ghaziabad, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old.",1.0,West,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3833.33,1
Gyan Khand,900.0,4200000.0,INR,Unknown,1.0,0.0,"A spacious 2 bhk builder floor is available for sale in Gyan Khand, Ghaziabad. It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. Please contact for more details. ",1.0,West,0.0,0,1,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4666.67,1
Nyay Khand,1200.0,5000000.0,INR,Unknown,1.0,0.0,"3 BHK Independent Floor available for sale in Nyay Khand 2, Nyay Khand, Ghaziabad. Available amenities are: Gas pipeline, Lift. Independent Floor has 3 bedroom, 3 bathroom. It is 1 years old. Property is inside a gated community. Building has 4 floors.",1.0,South,0.0,0,1,0,0,0,0,0,0,0,0,0,9.2,0.0,Ghaziabad,Builderfloor,4166.67,1
Niti Khand,1250.0,7200000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 1250 sqft and is priced at Rs. 72.00 lac . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,East,0.0,0,1,1,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5760.0,3
Vasundhara,1450.0,6900000.0,INR,Unknown,1.0,0.0,It has an area of 1450 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 69.00 lac . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact for more details. ,1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4758.62,2
Gyan Khand,650.0,2840000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyand Khand 1, indirapuram, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4369.23,2
Niti Khand,1590.0,10000000.0,INR,Unknown,1.0,0.0,Well designed 4 bhk builder floor is available at a prime location in Niti Khand. It has a built-up area of 1590 sqft and is priced at Rs. 1.00 cr . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ,1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,6289.31,2
Vasundhara,1400.0,6000000.0,INR,Unknown,0.0,0.0,"It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.1,1.0,Ghaziabad,Builderfloor,4285.71,2
Vasundhara,900.0,3000000.0,INR,1.0,0.0,0.0,"It’s a 2 bhk builder floor situated in Vasundhara, Ghaziabad. It has a built-up area of 900 sqft and is priced at Rs. 30.00 lac . The house is unfurnished. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,1.0,Ghaziabad,Builderfloor,3333.33,0
Vasundhara,1650.0,8000000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It has a built-up area of 1650 sqft and is priced at Rs. 80.00 lac . It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.1,1.0,Ghaziabad,Builderfloor,4848.48,2
Niti Khand,950.0,3580000.0,INR,Unknown,0.0,0.0,"2 BHK Independent Floor available for sale in Niti Khand 1, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 2 bedroom, 3 bathroom. It is 5 years old. Property is inside a gated community.",1.0,East,0.0,0,1,1,0,0,0,0,0,0,0,0,9.3,1.0,Ghaziabad,Builderfloor,3768.42,2
Niti Khand,1300.0,6900000.0,INR,Unknown,1.0,0.0,"It has a built-up area of 1300 sqft and is priced at Rs. 69.00 lac . Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5307.69,2
Vasundhara,910.0,3560000.0,INR,Unknown,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a salable area of 910 sqft and is available at a price of Rs. 3,912 per sqft. The house is semi-furnished. Its main door is facing east direction. It is made in way to provide a comfortable living. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3912.09,1
Niti Khand,1150.0,5099100.0,INR,Unknown,1.0,0.0,"Well designed 3 bhk builder floor is available at a prime location in Niti Khand. It has a salable area of 1150 sqft and is available at a price of Rs. 4,434 per sqft. It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4434.0,1
Gyan Khand,650.0,2850000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 1 , indirapuram, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4384.62,2
Gyan Khand,1250.0,4500000.0,INR,1.0,0.0,0.0,Well designed 3 bhk builder floor is available at a prime location in Plot No 143. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.5,0.0,Ghaziabad,Builderfloor,3600.0,2
Gyan Khand,650.0,2600000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 2, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Property is inside a gated community.",1.0,South,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4000.0,2
Gyan Khand,900.0,2940000.0,INR,Unknown,1.0,0.0,"2 BHK Independent Floor available for sale in Gyan Khand 2, indirapuram, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 2 bedroom, 2 bathroom. It is 0 years old.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,3266.67,2
Vasundhara,2691.0,12700000.0,INR,Unknown,1.0,0.0,"5 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 5 bedroom, 5 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4719.44,2
Vasundhara,850.0,2700000.0,INR,1.0,0.0,0.0,"A spacious 2 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It is an unfurnished property. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,1.0,Ghaziabad,Builderfloor,3176.47,1
Gyan Khand,650.0,2830000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 1, indirapuram, ghaziabad, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 1 bedroom, bathroom. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4353.85,1
Nyay Khand,2050.0,12500000.0,INR,Unknown,1.0,0.0,"4 BHK Independent Floor available for sale in Nyay Khand, Nyay Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 4 bedroom, 4 bathroom. It is 1 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.2,0.0,Ghaziabad,Builderfloor,6097.56,2
Niti Khand,2950.0,27500000.0,INR,Unknown,1.0,0.0,"It’s a 5 bhk builder floor situated in Niti Khand, Ghaziabad. It has a salable area of 2950 sqft and is available at a price of Rs. 9,322 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,9322.03,1
Niti Khand,2500.0,13500000.0,INR,Unknown,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 2500 sqft and is priced at Rs. 1.35 cr . This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5400.0,1
Niti Khand,2785.0,21000000.0,INR,Unknown,1.0,0.0,"It has an area of 2785 sqft with a carpet area of 2650 sqft . The property is available at a price of Rs. 2.10 cr . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,7540.39,1
Niti Khand,1400.0,7000000.0,INR,Unknown,1.0,0.0,"It has an area of 1400 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 70.00 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5000.0,0
Vasundhara,1420.0,4850000.0,INR,Unknown,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 1420 sqft and is priced at Rs. 48.50 lac . This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3415.49,0
Shakti Khand,2200.0,10800000.0,INR,Unknown,1.0,0.0,This spacious 4 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ,1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4909.09,0
Niti Khand,1600.0,5900000.0,INR,Unknown,0.0,0.0,Well designed 3 bhk builder floor is available at a prime location in Niti Khand. It has a built-up area of 1600 sqft and is priced at Rs. 59.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ,1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3687.5,0
Gyan Khand,1950.0,8400000.0,INR,Unknown,0.0,0.0,"Well designed 3 bhk builder floor is available at a prime location in Gyan Khand. It has a salable area of 1950 sqft and is available at a price of Rs. 4,307 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is well connected to the city areas. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4307.69,0
Vasundhara,900.0,3760000.0,INR,Unknown,1.0,0.0,"It’s a 2 bhk builder floor situated in Vasundhara, Ghaziabad. It has an area of 900 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 37.60 lac . The house is semi-furnished. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4177.78,1
Vasundhara,1935.0,11000000.0,INR,Unknown,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 1935 sqft and is priced at Rs. 1.10 cr . It is a semi-furnished property. It is south facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,South,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5684.75,1
Siddhartha Vihar,900.0,2550008.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Siddhartha Vihar, Ghaziabad. It has an area of 900 sqft with a carpet area of 890 sqft . The property is available at a price of Rs. 25.50 lac . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing northeast direction. It is a 3 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1.0,Northeast,1.0,3,1,1,0,1,1,1,0,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,2833.34,6
Gyan Khand,850.0,3300000.0,INR,Unknown,0.0,0.0,"Its main door is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.5,0.0,Ghaziabad,Builderfloor,3882.35,6
Shakti Khand,2152.0,5400000.0,INR,1.0,1.0,0.0,"It’s a 2 bhk builder floor situated in Shakti Khand, Ghaziabad. It has a built-up area of 2152 sqft and is priced at Rs. 54.00 lac . The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,2509.29,0
Shakti Khand,2152.0,17500000.0,INR,Unknown,1.0,0.0,"It’s a 4 bhk builder floor situated in Shakti Khand, Ghaziabad. It has an area of 2152 sqft with a carpet area of 1721 sqft . The property is available at a price of Rs. 1.75 cr . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,East,0.0,0,0,1,0,0,1,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,8131.97,2
Gyan Khand,500.0,2000000.0,INR,Unknown,0.0,0.0,"It’s a 1 bhk builder floor situated in Gyan Khand. It has a salable area of 500 sqft and is available at a price of Rs. 4,000 per sqft. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4000.0,0
Gyan Khand,500.0,1900000.0,INR,Unknown,0.0,0.0,This spacious 1 bhk builder floor is available for sale and is located in the heart of Gyan Khand. It has an area of 500 sqft with a carpet area of 400 sqft . The property is available at a price of Rs. 19.00 lac . It is a semi-furnished property. The site is in close proximity to various civic utilities. Please contact for more details. ,1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,3800.0,0
Niti Khand,1250.0,6300000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 1250 sqft and is priced at Rs. 63.00 lac . The house is semi-furnished. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.3,0.0,Ghaziabad,Builderfloor,5040.0,6
Niti Khand,1250.0,6200000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has an area of 1250 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 62.00 lac . This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4960.0,0
Vasundhara,650.0,1700000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Vasundhara Sector 1, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Property is inside a gated community.",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,1.0,Ghaziabad,Builderfloor,2615.38,1
Vasundhara,1600.0,9500000.0,INR,Unknown,0.0,0.0,It has an area of 1600 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 95.00 lac . The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact us for more details. ,1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5937.5,6
Vasundhara,1360.0,9900000.0,INR,Unknown,1.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Vasundhara. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,East,0.0,0,1,1,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,7279.41,3
Niti Khand,1415.0,7000000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 1415 sqft and is priced at Rs. 70.00 lac . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4947.0,0
Vasundhara,2150.0,11800000.0,INR,Unknown,1.0,0.0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has a built-up area of 2150 sqft and is priced at Rs. 1.18 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5488.37,1
Vasundhara,2150.0,9400000.0,INR,Unknown,1.0,0.0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4372.09,1
Vasundhara,1950.0,11300000.0,INR,Unknown,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 1950 sqft and is priced at Rs. 1.13 cr . It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5794.87,0
Vasundhara,1800.0,11800000.0,INR,Unknown,1.0,0.0,"It’s a 4 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 1800 sqft and is available at a price of Rs. 6,555 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,6555.56,0
Niti Khand,1300.0,7000000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Niti Khand, Ghaziabad. It has a salable area of 1300 sqft and is available at a price of Rs. 5,384 per sqft. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5384.62,1
Vaishali,850.0,5671000.0,INR,Unknown,1.0,0.0,"A spacious 2 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a salable area of 850 sqft and is available at a price of Rs. 6,671 per sqft. It is a semi-furnished property. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,6671.76,6
