Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value,Outlier_Flag
CUST_18519,28,Male,Self-Employed / Business,Ahmedabad,168500.0,2022000.0,2,Rented,7800000.0,1197.0,Suburbs,23.3,Self-use,1,>3 years,Direct Walk-in / Exhibition,2025-01-25,1,1,0,0,0.0451,Low,0,0.0,Inlier
CUST_10534,38,Male,IT & Software,Kolkata,88500.0,1062000.0,4,Rented,4800000.0,1500.0,Within City Limits,12.0,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-10-21,0,0,0,0,0.0433,Low,0,0.0,Inlier
CUST_10590,37,Female,IT & Software,Delhi,181300.0,2175600.0,4,Rented,7920000.0,1500.0,Suburbs,25.4,Self-use,1,0-6 months,Google & Social Media Ads,2024-05-26,1,1,1,1,0.9582,High,1,7570000.0,Inlier
CUST_21878,58,Male,IT & Software,Hyderabad,265500.0,3186000.0,2,Rented,9550000.0,1839.152696618928,Periphery / Growth Corridor,33.6,Investment,0,1-3 years,Google & Social Media Ads,2024-09-12,1,1,0,1,0.1137,Low,1,9280000.0,Inlier
CUST_13435,48,Male,Self-Employed / Business,Delhi,315700.0,3788400.0,4,Living with Parents,21246339.68281481,2034.0760931864925,Within City Limits,17.8,Investment,1,6-12 months,Channel Partner / Broker,2024-12-22,0,0,0,0,0.099,Low,0,0.0,Inlier
CUST_19289,59,Male,Healthcare & Doctor,Gurugram,473600.0,5683200.0,3,Living with Parents,15120000.0,2400.0,Within City Limits,11.2,Self-use,1,0-6 months,Google & Social Media Ads,2024-07-08,0,0,0,1,0.3973,Medium,1,14770000.0,Inlier
CUST_14152,36,Male,BFSI & Banking,Pune,127191.35029307762,1526296.2035169313,4,Rented,7109999.999999999,1200.0,Suburbs,21.0,Self-use,0,0-6 months,Magicbricks / Real Estate Portal,2025-05-14,1,1,0,1,0.6731,High,1,7050000.0,Inlier
CUST_15350,48,Male,BFSI & Banking,Noida,149000.0,1788000.0,4,Rented,5730000.0,1200.0,Periphery / Growth Corridor,39.9,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2025-03-16,0,1,1,0,0.7688,High,0,0.0,Inlier
CUST_13915,47,Male,Retail & Commerce,Pune,47800.0,573600.0,4,Rented,2000000.0,900.0,Suburbs,29.7,Self-use,0,0-6 months,Direct Walk-in / Exhibition,2024-11-17,0,1,1,1,0.9433,High,1,1900000.0,Inlier
CUST_19547,33,Male,IT & Software,Hyderabad,84400.0,1012800.0,3,Rented,2900000.0,1077.8242023767905,Suburbs,13.1,Self-use,1,1-3 years,Channel Partner / Broker,2024-04-21,0,0,1,1,0.8891,High,1,2820000.0,Inlier
CUST_11452,30,Male,IT & Software,Chennai,82600.0,991200.0,2,Rented,2870000.0,600.0,Suburbs,25.7,Self-use,1,0-6 months,Google & Social Media Ads,2024-06-12,0,1,0,0,0.5381,Medium,0,0.0,Inlier
CUST_15316,45,Female,Government & PSU,Ahmedabad,175400.0,2104800.0,3,Rented,8970000.0,1800.0,Periphery / Growth Corridor,38.5,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,2024-12-24,1,1,0,0,0.689,High,0,0.0,Inlier
CUST_16945,26,Male,Real Estate & Construction,Gurugram,54800.0,657600.0,2,Living with Parents,2880000.0,900.0,Periphery / Growth Corridor,37.1,Investment,1,6-12 months,Google & Social Media Ads,2024-08-21,1,1,0,1,0.1872,Low,1,2830000.0,Inlier
CUST_20646,27,Male,Government & PSU,Noida,73200.0,878400.0,3,Living with Parents,3880000.0,1000.0,Periphery / Growth Corridor,32.5,Self-use,1,>3 years,Magicbricks / Real Estate Portal,2025-04-26,0,0,0,0,0.0241,Low,0,0.0,Inlier
CUST_10665,38,Female,IT & Software,Delhi,137200.0,1646400.0,4,Owned Flat/House,5460000.0,1200.0,Suburbs,23.45867914524104,Investment,0,0-6 months,Channel Partner / Broker,2024-11-30,0,0,0,1,0.976,High,1,5350000.0,Inlier
CUST_12805,27,Male,Government & PSU,Hyderabad,46500.0,558000.0,3,Owned Flat/House,2110000.0,600.0,Suburbs,17.5,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-09-19,1,1,1,1,0.8712,High,1,2000000.0,Inlier
CUST_18674,18,Female,Government & PSU,Chennai,31600.0,379200.0,1,Rented,2000000.0,600.0,Suburbs,23.450237670914426,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-02-14,1,1,1,1,0.9172,High,1,1920000.0,Inlier
CUST_11491,43,Male,Healthcare & Doctor,Kolkata,142900.0,1714800.0,4,Rented,6559999.999999999,1323.696987928461,Suburbs,29.0,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-03-09,1,1,1,1,0.9629,High,1,6310000.0,Inlier
CUST_21231,39,Female,Government & PSU,Mumbai,169100.0,2029200.0,4,Living with Parents,8770000.0,1800.0,Suburbs,29.8,Self-use,1,0-6 months,Channel Partner / Broker,2024-10-19,0,0,0,0,0.3986,Medium,0,0.0,Inlier
CUST_19576,40,Male,Healthcare & Doctor,Mumbai,156600.0,1879200.0,3,Rented,7550000.0,1000.0,Within City Limits,8.7,Investment,1,1-3 years,Google & Social Media Ads,2025-06-04,1,1,0,0,0.0778,Low,0,0.0,Inlier
CUST_14909,18,Male,Healthcare & Doctor,Bengaluru,52400.0,628800.0,3,Rented,3120000.0,600.0,Suburbs,16.5,Investment,0,0-6 months,Channel Partner / Broker,2024-12-05,1,1,0,0,0.1877,Low,0,0.0,Inlier
CUST_11478,35,Male,Healthcare & Doctor,Ahmedabad,33900.0,406800.0,4,Rented,2000000.0,1200.0,City Centre,4.7,Self-use,0,1-3 years,Print / Newspaper Ad,2024-03-13,1,1,0,0,0.0964,Low,0,0.0,Inlier
CUST_10800,39,Male,Manufacturing & Engg,Chennai,28200.0,338400.0,4,Rented,6642501.571600238,1000.0,Periphery / Growth Corridor,35.9,Investment,1,6-12 months,Channel Partner / Broker,2025-06-13,1,1,0,0,0.3423,Low,0,0.0,Inlier
CUST_17112,41,Male,Retail & Commerce,Gurugram,121400.0,1456800.0,3,Living with Parents,11376364.734615669,1000.0,City Centre,5.4,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-02-17,0,0,0,1,0.0796,Low,1,6120000.0,Inlier
CUST_16449,58,Male,Retired,Gurugram,270400.0,3244800.0,3,Rented,10350000.0,1500.0,Periphery / Growth Corridor,37.5,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2025-01-20,1,1,0,0,0.1041,Low,0,0.0,Inlier
CUST_21840,43,Male,Retail & Commerce,Gurugram,169400.0,2032800.0,4,Rented,13814813.395395491,1426.030830383273,Suburbs,42.1,Self-use,0,0-6 months,Magicbricks / Real Estate Portal,2024-06-21,0,1,0,1,0.7212,High,1,9870000.0,Inlier
CUST_12123,30,Male,IT & Software,Gurugram,80200.0,962400.0,5,Rented,4720000.0,1200.0,Periphery / Growth Corridor,39.2,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2024-09-18,0,0,0,0,0.2271,Low,0,0.0,Inlier
CUST_10187,36,Male,Manufacturing & Engg,Delhi,195100.0,2341200.0,4,Living with Parents,11270000.0,1800.0,Within City Limits,11.8,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2025-04-07,0,0,0,0,0.2069,Low,0,0.0,Inlier
CUST_15075,30,Male,IT & Software,Hyderabad,41500.0,498000.0,2,Rented,7317659.863460481,600.0,City Centre,2.7,Investment,1,1-3 years,Google & Social Media Ads,2024-10-30,0,0,0,0,0.0626,Low,0,0.0,Inlier
CUST_14135,39,Male,BFSI & Banking,Bengaluru,201000.0,2412000.0,6,Owned Flat/House,15420784.835707802,2400.0,Suburbs,27.6,Investment,1,0-6 months,Google & Social Media Ads,2024-07-07,0,0,0,0,0.2543,Low,0,0.0,Inlier
CUST_14145,27,Female,Self-Employed / Business,Bengaluru,94700.0,1136400.0,2,Living with Parents,5390000.0,1197.0,Periphery / Growth Corridor,31.8,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2025-01-02,0,0,0,0,0.0489,Low,0,0.0,Inlier
CUST_16663,39,Male,BFSI & Banking,Delhi,175500.0,2106000.0,4,Rented,9830000.0,2400.0,Periphery / Growth Corridor,46.8,Self-use,1,6-12 months,Direct Walk-in / Exhibition,2024-12-27,0,0,0,1,0.1282,Low,1,9630000.0,Inlier
CUST_16221,35,Male,IT & Software,Mumbai,170000.0,2040000.0,4,Living with Parents,5480000.0,1200.0,Within City Limits,8.4,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2025-02-03,0,0,0,0,0.3586,Medium,0,0.0,Inlier
CUST_20779,26,Female,IT & Software,Pune,54500.0,654000.0,2,Living with Parents,2830000.0,600.0,Suburbs,18.2,Investment,1,6-12 months,Print / Newspaper Ad,2024-06-22,0,1,1,1,0.6194,Medium,1,2760000.0,Inlier
CUST_10919,26,Female,BFSI & Banking,Gurugram,51000.0,612000.0,3,Living with Parents,2070000.0,921.6989716727232,Suburbs,43.1,Self-use,1,>3 years,Google & Social Media Ads,2025-05-16,0,0,0,0,0.0432,Low,0,0.0,Inlier
CUST_20673,45,Female,Government & PSU,Chennai,58800.0,705600.0,4,Rented,2850000.0,900.0,Periphery / Growth Corridor,28.3,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-06-03,0,0,0,0,0.0855,Low,0,0.0,Inlier
CUST_11529,66,Male,IT & Software,Chennai,212400.0,2548800.0,5,Owned Flat/House,9350000.0,1500.0,City Centre,5.6,Self-use,1,1-3 years,Channel Partner / Broker,2024-11-19,0,0,0,0,0.0714,Low,0,0.0,Inlier
CUST_16927,43,Male,Self-Employed / Business,Bengaluru,399800.0,4797600.0,4,Rented,15000000.0,2400.0,Periphery / Growth Corridor,23.585031919740658,Self-use,1,1-3 years,Google & Social Media Ads,2024-02-09,0,1,1,1,0.6435,Medium,1,14400000.0,Inlier
CUST_14140,41,Male,Real Estate & Construction,Ahmedabad,195700.0,2348400.0,3,Rented,9830000.0,2400.0,Within City Limits,13.9,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-10-16,1,1,1,1,0.9786,High,1,9470000.0,Inlier
CUST_18654,25,Male,IT & Software,Delhi,54300.0,651600.0,1,Living with Parents,2000000.0,1200.0,Periphery / Growth Corridor,35.0,Self-use,1,0-6 months,Channel Partner / Broker,2024-07-26,0,1,0,1,0.6142,Medium,1,1990000.0,Inlier
CUST_19193,55,Male,Government & PSU,Hyderabad,107600.0,1291200.0,5,Rented,5060000.0,1200.0,Suburbs,19.5,Investment,1,>3 years,Magicbricks / Real Estate Portal,2025-03-04,0,0,0,0,0.0648,Low,0,0.0,Inlier
CUST_10447,25,Male,Self-Employed / Business,Mumbai,43000.0,516000.0,1,Rented,2380000.0,600.0,Within City Limits,13.8,Self-use,1,6-12 months,Channel Partner / Broker,2024-06-07,0,0,0,0,0.2019,Low,0,0.0,Inlier
CUST_16672,22,Female,IT & Software,Chennai,121500.0,1458000.0,2,Living with Parents,6610000.0,1500.0,Suburbs,21.1,Self-use,1,>3 years,Google & Social Media Ads,2024-05-23,0,0,0,0,0.0153,Low,0,0.0,Inlier
CUST_21574,26,Female,BFSI & Banking,Hyderabad,39000.0,468000.0,4,Living with Parents,2000000.0,594.0,Periphery / Growth Corridor,41.4,Investment,1,0-6 months,Google & Social Media Ads,2024-12-05,1,1,0,0,0.5766,Medium,0,0.0,Inlier
CUST_15810,30,Male,Government & PSU,Kolkata,86400.0,1036800.0,3,Living with Parents,3660000.0,1200.0,Within City Limits,8.6,Self-use,0,0-6 months,Google & Social Media Ads,2024-10-08,1,1,0,0,0.5838,Medium,0,0.0,Inlier
CUST_11506,41,Male,Manufacturing & Engg,Delhi,126000.0,1512000.0,4,Rented,4510000.0,1200.0,Suburbs,26.4,Self-use,0,1-3 years,Direct Walk-in / Exhibition,2024-10-09,0,0,0,0,0.1343,Low,0,0.0,Inlier
CUST_12051,25,Male,Retail & Commerce,Hyderabad,56900.0,682800.0,1,Rented,2090000.0,900.0,Suburbs,21.8,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-03-25,0,0,0,0,0.1511,Low,0,0.0,Inlier
CUST_17215,28,Male,Self-Employed / Business,Hyderabad,44700.0,536400.0,5,Owned Flat/House,2120000.0,1000.0,City Centre,8.3,Self-use,1,0-6 months,Google & Social Media Ads,2025-02-01,0,0,0,0,0.2161,Low,0,0.0,Inlier
CUST_20289,38,Male,Healthcare & Doctor,Hyderabad,206400.0,2476800.0,3,Living with Parents,7740000.0,1500.0,Within City Limits,15.6,Self-use,1,1-3 years,Channel Partner / Broker,2024-04-27,1,1,0,0,0.3406,Low,0,0.0,Inlier
CUST_11719,23,Male,Healthcare & Doctor,Noida,90000.0,1080000.0,1,Living with Parents,5030000.0,1200.0,Within City Limits,14.3,Investment,1,1-3 years,Channel Partner / Broker,2024-11-14,1,1,0,0,0.0416,Low,0,0.0,Inlier
CUST_14586,34,Male,Education & Academic,Bengaluru,35218.30986862065,422619.7184234478,3,Rented,2000000.0,600.0,Periphery / Growth Corridor,28.9,Investment,1,6-12 months,Channel Partner / Broker,2024-04-25,0,0,0,0,0.138,Low,0,0.0,Inlier
CUST_17068,42,Male,Self-Employed / Business,Mumbai,100834.90960191033,1210018.915222924,4,Owned Flat/House,3470000.0000000005,999.0,Suburbs,22.0,Self-use,1,6-12 months,Google & Social Media Ads,2024-01-17,0,1,0,0,0.5489,Medium,0,0.0,Inlier
CUST_11495,49,Male,Education & Academic,Mumbai,174300.0,2091600.0,4,Owned Flat/House,9180000.0,1800.0,City Centre,2.7,Investment,1,0-6 months,Google & Social Media Ads,2024-02-26,0,0,0,0,0.275,Low,0,0.0,Inlier
CUST_14197,51,Male,BFSI & Banking,Delhi,313400.0,3760800.0,3,Owned Flat/House,10920000.0,1800.0,Within City Limits,17.4,Investment,1,>3 years,Google & Social Media Ads,2024-10-29,0,0,0,0,0.0264,Low,0,0.0,Inlier
CUST_11542,34,Male,BFSI & Banking,Pune,60600.0,727200.0,3,Living with Parents,2780000.0,600.0,Periphery / Growth Corridor,30.8,Investment,1,6-12 months,Google & Social Media Ads,2024-11-12,1,1,0,0,0.468,Medium,0,0.0,Inlier
CUST_13937,68,Male,Retired,Mumbai,394400.0,4732800.0,2,Rented,23160000.0,3000.0,City Centre,3.9,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2025-05-06,1,1,1,1,0.99,High,1,22250000.0,Outlier
CUST_16634,48,Male,Self-Employed / Business,Pune,304700.0,3656400.0,4,Rented,18000000.0,2400.0,Periphery / Growth Corridor,37.3,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-07-11,0,0,0,0,0.2527,Low,0,0.0,Inlier
CUST_18661,36,Male,Healthcare & Doctor,Gurugram,116100.0,1393200.0,3,Owned Flat/House,5690000.0,1500.0,Periphery / Growth Corridor,45.4,Investment,0,>3 years,Magicbricks / Real Estate Portal,2024-08-29,0,0,0,0,0.0344,Low,0,0.0,Inlier
CUST_19330,50,Male,Manufacturing & Engg,Ahmedabad,176200.0,2114400.0,4,Rented,6380000.0,1000.0,Periphery / Growth Corridor,38.3,Investment,1,1-3 years,Google & Social Media Ads,2025-02-09,0,0,0,1,0.0488,Low,1,6240000.0,Inlier
CUST_10080,33,Male,IT & Software,Noida,30500.0,366000.0,3,Living with Parents,2000000.0,999.0,Suburbs,25.0,Self-use,1,6-12 months,Google & Social Media Ads,2025-09-01,0,0,0,0,0.1878,Low,0,0.0,Inlier
CUST_11619,27,Female,Real Estate & Construction,Kolkata,103400.0,1240800.0,3,Living with Parents,4090000.0,1200.0,Periphery / Growth Corridor,28.4,Self-use,0,0-6 months,Print / Newspaper Ad,2024-11-14,0,0,0,0,0.1372,Low,0,0.0,Inlier
CUST_18754,39,Male,Retail & Commerce,Pune,51200.0,614400.0,3,Living with Parents,3020000.0,900.0,Suburbs,24.8,Self-use,0,6-12 months,Magicbricks / Real Estate Portal,2024-03-25,0,1,1,1,0.8351,High,1,2910000.0,Inlier
CUST_19377,43,Male,BFSI & Banking,Ahmedabad,132563.78963318828,1590765.4755982594,5,Rented,5980000.0,1200.0,Suburbs,21.8,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,2025-06-04,0,1,1,1,0.9253,High,1,5780000.0,Inlier
CUST_12067,34,Male,IT & Software,Chennai,41900.0,502800.0,3,Rented,2230000.0,600.0,Periphery / Growth Corridor,43.9,Self-use,1,>3 years,Print / Newspaper Ad,2024-06-13,0,0,0,0,0.0292,Low,0,0.0,Inlier
CUST_16421,34,Male,BFSI & Banking,Hyderabad,133600.0,1603200.0,3,Living with Parents,6720000.0,1200.0,Periphery / Growth Corridor,37.4,Self-use,1,6-12 months,Google & Social Media Ads,2024-07-06,1,1,0,1,0.283,Low,1,6650000.0,Inlier
CUST_11263,42,Female,BFSI & Banking,Noida,154000.0,1848000.0,3,Rented,5330000.0,1500.0,Suburbs,26.8,Self-use,1,1-3 years,Direct Walk-in / Exhibition,2025-03-03,1,1,0,1,0.2098,Low,1,5270000.0,Inlier
CUST_14965,27,Male,BFSI & Banking,Pune,46100.0,553200.0,4,Living with Parents,2000000.0,1000.0,Suburbs,28.2,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-09-02,1,1,0,0,0.0301,Low,0,0.0,Inlier
CUST_18024,18,Male,IT & Software,Bengaluru,81600.0,979200.0,2,Rented,3500000.0,1000.0,Periphery / Growth Corridor,41.3,Self-use,0,1-3 years,Google & Social Media Ads,2024-09-19,0,0,0,0,0.0473,Low,0,0.0,Inlier
CUST_17713,58,Male,Retired,Chennai,274200.0,3290400.0,5,Rented,14860000.0,1885.6519530005899,City Centre,6.9,Self-use,1,6-12 months,Print / Newspaper Ad,2024-04-04,1,1,0,0,0.1581,Low,0,0.0,Inlier
CUST_13485,55,Male,IT & Software,Mumbai,301000.0,3612000.0,4,Owned Flat/House,11640000.0,1500.0,Periphery / Growth Corridor,43.4,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-03-10,0,1,1,1,0.99,High,1,11250000.0,Inlier
CUST_13791,42,Male,Government & PSU,Noida,79500.0,954000.0,4,Owned Flat/House,3720000.0000000005,1061.6056245768295,Periphery / Growth Corridor,41.6,Self-use,1,6-12 months,Channel Partner / Broker,2024-07-16,0,1,1,1,0.99,High,1,3600000.0,Inlier
CUST_14293,45,Female,IT & Software,Mumbai,450200.0,5402400.0,3,Rented,21590000.0,2400.0,Within City Limits,12.5,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2025-10-06,0,0,0,0,0.1278,Low,0,0.0,Inlier
CUST_20362,33,Male,Self-Employed / Business,Delhi,28000.000000000004,336000.00000000006,3,Owned Flat/House,2000000.0,900.0,Periphery / Growth Corridor,45.6,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-06-19,0,0,0,0,0.235,Low,0,0.0,Inlier
CUST_10597,40,Female,Self-Employed / Business,Delhi,260500.0,3126000.0,5,Living with Parents,12260000.0,1500.0,Suburbs,16.6,Self-use,1,0-6 months,Channel Partner / Broker,2024-09-30,0,1,1,1,0.9273,High,1,11930000.0,Inlier
CUST_13115,42,Male,IT & Software,Delhi,116100.0,1393200.0,6,Living with Parents,6280000.0,1216.973326937752,Periphery / Growth Corridor,23.40884036893059,Self-use,1,6-12 months,Channel Partner / Broker,2025-06-27,1,1,0,1,0.9342,High,0,0.0,Inlier
CUST_12811,43,Male,Government & PSU,Delhi,67000.0,804000.0,4,Rented,2450000.0,900.0,Suburbs,18.9,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-12-21,0,1,1,1,0.99,High,1,2330000.0,Inlier
CUST_16897,28,Male,Government & PSU,Bengaluru,74900.0,898800.0,5,Owned Flat/House,4490000.0,1200.0,Periphery / Growth Corridor,45.1,Self-use,1,1-3 years,Channel Partner / Broker,2024-06-14,1,1,0,0,0.0964,Low,0,0.0,Inlier
CUST_19079,39,Male,BFSI & Banking,Delhi,182400.0,2188800.0,4,Living with Parents,10760000.0,1500.0,Periphery / Growth Corridor,37.3,Self-use,0,6-12 months,Google & Social Media Ads,2024-11-30,1,1,1,1,0.99,High,1,10240000.0,Inlier
CUST_20415,40,Male,IT & Software,Noida,168000.0,2016000.0,6,Rented,7950000.0,1500.0,City Centre,3.7,Investment,1,0-6 months,Google & Social Media Ads,2024-04-19,0,0,0,0,0.3233,Low,0,0.0,Inlier
CUST_15692,26,Male,Self-Employed / Business,Delhi,49300.0,591600.0,4,Rented,2200000.0,914.0679473241537,Periphery / Growth Corridor,46.0,Self-use,1,0-6 months,Google & Social Media Ads,2025-05-16,1,1,0,0,0.3095,Low,0,0.0,Inlier
CUST_15417,64,Female,IT & Software,Delhi,106000.0,1272000.0,2,Owned Flat/House,3900000.0,900.0,Periphery / Growth Corridor,38.4,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2025-05-14,1,1,1,0,0.5896,Medium,0,0.0,Inlier
CUST_21156,35,Female,BFSI & Banking,Bengaluru,52400.0,628800.0,4,Owned Flat/House,2060000.0,600.0,Suburbs,24.0,Investment,1,>3 years,Magicbricks / Real Estate Portal,2025-05-03,0,0,0,0,0.0284,Low,0,0.0,Inlier
CUST_12370,58,Male,Self-Employed / Business,Mumbai,535803.0000000001,6429636.000000002,3,Rented,32938671.26011561,1800.0,Periphery / Growth Corridor,38.0,Investment,0,1-3 years,Magicbricks / Real Estate Portal,2024-09-13,1,1,0,0,0.0868,Low,0,0.0,Outlier
CUST_10387,36,Male,IT & Software,Pune,132600.0,1591200.0,4,Living with Parents,6100000.0,1200.0,Periphery / Growth Corridor,33.1,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-05-18,1,1,0,0,0.0998,Low,0,0.0,Inlier
CUST_14519,29,Female,IT & Software,Bengaluru,85300.0,1023600.0,4,Owned Flat/House,9542659.000775384,900.0,Suburbs,15.9,Self-use,1,1-3 years,Google & Social Media Ads,2024-11-09,0,0,0,0,0.0361,Low,0,0.0,Inlier
CUST_19950,43,Male,IT & Software,Pune,113700.0,1364400.0,3,Rented,5580000.0,1203.7926346270965,Suburbs,35.0,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-11-23,0,0,0,0,0.0507,Low,0,0.0,Inlier
CUST_16528,27,Male,Government & PSU,Bengaluru,38000.0,456000.0,4,Rented,2000000.0,600.0,Within City Limits,9.1,Investment,1,1-3 years,Google & Social Media Ads,2024-02-28,1,1,0,0,0.2235,Low,0,0.0,Inlier
CUST_19715,27,Male,Education & Academic,Delhi,63000.0,756000.0,3,Rented,3270000.0000000005,1197.0,Within City Limits,16.0,Self-use,1,0-6 months,Channel Partner / Broker,2024-06-10,0,1,1,1,0.8081,High,1,3160000.0,Inlier
CUST_19295,30,Female,IT & Software,Bengaluru,177000.0,2124000.0,4,Rented,7500000.0,1800.0,Periphery / Growth Corridor,36.7,Self-use,1,6-12 months,Google & Social Media Ads,2025-04-29,0,0,0,0,0.1739,Low,0,0.0,Inlier
CUST_10003,39,Female,BFSI & Banking,Delhi,144200.0,1730400.0,5,Living with Parents,5040000.0,1332.901134423174,City Centre,3.8,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-05-08,0,0,0,0,0.2337,Low,0,0.0,Inlier
CUST_16006,31,Female,IT & Software,Mumbai,87000.0,1044000.0,3,Owned Flat/House,4510000.0,1200.0,Periphery / Growth Corridor,43.1,Investment,1,0-6 months,Channel Partner / Broker,2024-07-23,0,1,0,1,0.9618,High,1,4430000.0,Inlier
CUST_11489,42,Male,Self-Employed / Business,Noida,135600.0,1627200.0,3,Owned Flat/House,6900000.0,1200.0,Periphery / Growth Corridor,38.8,Self-use,1,>3 years,Google & Social Media Ads,2024-03-29,0,0,0,0,0.0421,Low,0,0.0,Inlier
CUST_15386,40,Female,Healthcare & Doctor,Mumbai,153200.0,1838400.0,3,Living with Parents,6550000.0,1355.5332117346013,Periphery / Growth Corridor,42.5,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,2024-02-05,1,1,0,1,0.5966,Medium,1,6460000.0,Inlier
CUST_17654,26,Male,Retail & Commerce,Chennai,28000.0,336000.0,3,Living with Parents,2000000.0,600.0,Suburbs,27.0,Investment,1,>3 years,Magicbricks / Real Estate Portal,2024-09-14,1,1,1,0,0.0919,Low,0,0.0,Inlier
CUST_14661,49,Male,BFSI & Banking,Pune,225348.36411466,2704180.36937592,3,Rented,22740000.0,1800.0,Suburbs,24.7,Self-use,1,6-12 months,Channel Partner / Broker,2024-12-28,1,1,0,0,0.3805,Medium,0,0.0,Inlier
CUST_13968,30,Female,Self-Employed / Business,Bengaluru,124700.0,1496400.0,3,Rented,5970000.0,1200.0,Within City Limits,14.5,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2025-06-15,0,0,0,1,0.4132,Medium,1,5800000.0,Inlier
CUST_11787,43,Female,Education & Academic,Mumbai,82600.0,991200.0,3,Rented,4150000.0,1000.0,Suburbs,15.2,Self-use,1,0-6 months,Google & Social Media Ads,2024-08-15,0,0,0,0,0.2538,Low,0,0.0,Inlier
CUST_21899,54,Male,IT & Software,Chennai,351000.0,4212000.0,3,Owned Flat/House,23039459.739985656,2184.7144836695347,Suburbs,18.5,Investment,0,>3 years,Google & Social Media Ads,2024-10-24,0,0,0,0,0.046,Low,0,0.0,Inlier
CUST_10208,31,Female,Manufacturing & Engg,Mumbai,96700.0,1160400.0,3,Living with Parents,5300000.0,1000.0,Suburbs,24.4,Self-use,1,1-3 years,Channel Partner / Broker,2025-01-10,1,1,0,0,0.1539,Low,0,0.0,Inlier
CUST_21665,40,Male,Government & PSU,Pune,238400.0,2860800.0,4,Owned Flat/House,12470000.0,1800.0,Suburbs,27.2,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2025-01-13,1,1,1,1,0.9813,High,1,12160000.0,Inlier
CUST_19279,30,Male,BFSI & Banking,Mumbai,114000.0,1368000.0,4,Rented,3560000.0,600.0,Suburbs,23.627224580540595,Self-use,1,6-12 months,Google & Social Media Ads,2024-08-13,0,0,0,1,0.856,High,1,3510000.0,Inlier
CUST_16240,36,Female,Manufacturing & Engg,Delhi,92900.0,1114800.0,4,Living with Parents,5560000.0,1111.9108545002905,Periphery / Growth Corridor,27.4,Self-use,1,0-6 months,Google & Social Media Ads,2024-12-13,1,1,0,1,0.6082,Medium,1,5440000.0,Inlier
CUST_14087,40,Male,IT & Software,Mumbai,191000.0,2292000.0,3,Owned Flat/House,8330000.0,2400.0,Periphery / Growth Corridor,35.4,Self-use,1,0-6 months,Print / Newspaper Ad,2024-10-07,0,1,0,1,0.9772,High,1,8230000.0,Inlier
CUST_17135,33,Male,Manufacturing & Engg,Mumbai,56800.0,681600.0,2,Living with Parents,8094786.284061585,600.0,Suburbs,21.7,Investment,1,6-12 months,Channel Partner / Broker,2025-05-03,0,0,0,1,0.1855,Low,1,3180000.0,Inlier
CUST_15126,27,Female,Self-Employed / Business,Pune,67000.0,804000.0,3,Living with Parents,2700000.0,900.0,Suburbs,28.7,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-04-28,0,1,0,0,0.1406,Low,0,0.0,Inlier
CUST_12576,21,Male,Government & PSU,Kolkata,28000.000000000004,336000.00000000006,2,Rented,2000000.0,1000.0,Periphery / Growth Corridor,23.296025019583286,Self-use,0,>3 years,Print / Newspaper Ad,2024-08-04,0,0,0,0,0.01,Low,0,0.0,Inlier
